hard_case_rank,Ref.No.,fco (MPa),type,Specimen,fy (MPa),fcy150 (MPa),R（%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN),raw_csv_row_num,actual_nexp_kn,predicted_nexp_kn,error_kn,abs_error_kn,pct_error,abs_pct_error,pred_actual_ratio,abs_log_ratio,Npl (kN),lambda_bar,e/h,xi,axial_flag,section_family,actual_psi,predicted_psi,regime_axiality,regime_section_family,regime_slenderness_state,regime_scale_npl,regime_eccentricity_severity,regime_confinement_level,is_top_abs_error,is_top_abs_pct_error,hard_case_reason,hardness_score
43,"工程力学 | 不锈钢管混凝土短柱轴压承载力试验研究 | 代鹏, 杨璐, 卫璇... | 2019",40,fcu150,A3,249,32.88,0,340,340,12,170,975,0,0,8088,7024,8088.0,8650.36856987216,562.3685698721602,562.3685698721602,6.953122772900102,6.953122772900102,1.069531227729001,0.06722044755164577,7755.194897720798,0.131752995640582,0.0,1.472115050899917,axial,circular,1.0429138283006931,1.115428907197993,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.3195238095238095
44,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB15-SL2(A),762,113,0,74.4,74.4,4.9,0,2512,0,0,583,9672,583.0,695.5984992372139,112.5984992372139,112.5984992372139,19.313636232798267,19.313636232798267,1.1931363623279827,0.17658543861899004,1436.3810000000003,1.842444585306524,0.0,2.0459738622975974,axial,square,0.4058811694111798,0.48427158200868275,axial,square,slender,scale_npl_q3,axial,high_conf,False,True,top_abs_pct_error,0.3057142857142857
45,"M. Dundu, “Column buckling tests of hot-rolled concrete filled square hollow sections of mild to high strength steel,” Engineering Structures, vol. 127, pp. 73–85, Nov. 2016.",28.8,"Cylinder,size not specified, assumed as fcy150",S2-10,441.19,28.8,0,100,100,3,0,2700,0,0,405,2374,405.0,514.1465859176824,109.14658591768239,109.14658591768239,26.949774300662316,26.949774300662316,1.2694977430066232,0.23862134430093157,752.13912,1.0816512839893495,0.0,1.9556294326241133,axial,square,0.5384642139076611,0.6835791042456113,axial,square,slender,scale_npl_q1,axial,high_conf,False,True,top_abs_pct_error,0.28904761904761905
46,"建筑结构学报 Journal of Building Structures | 高强圆钢管混凝土短柱轴压承载力试验研究 | 王彦博, 宋辞, 赵星源... | 2022",147.5,fcu150,Q890-27-450,906,137.96,0,219.5,219.5,8.22,109.75,657,0,0,9719.9,6754,9719.9,8983.386876457243,-736.5131235427561,736.5131235427561,-7.5773734662162795,7.5773734662162795,0.9242262653378372,0.07879836141091377,12176.418892594547,0.2413889214399709,0.0,1.5491119850747888,axial,circular,0.7982560460293828,0.7377692042050852,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.2790476190476191
47,"L. K. Luksha, D. V. Cherkasov, and V. E. Shevchuk, “Strength testing of large-diameter concrete filled tubular members,” Proceedings of the Third International Conference on Steel-Concrete Composite Structures, Wakabayashi, M. (ed.), Fukuoka, Japan, September 26-29, 1991, Association for International Cooperation and Research in Steel-Concrete Composite Structures, pp. 67–71, 1991.",34.5,"Cylinder,size not specified, assumed as fcy150",SB 7,350,34.5,0,630,630,8.44,315,1890,0,0,18600,28,18600.0,20033.743416690304,1433.743416690304,1433.743416690304,7.708297939195183,7.708297939195183,1.0770829793919519,0.07425644199548473,19006.650087321766,0.1570564133547676,0.0,0.865974209469005,axial,circular,0.978604852225221,1.0540386298821618,axial,circular,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.26190476190476186
48,"D. Hernández-Figueirido, M. L. Romero, J. L. Bonet, and J. M. Montalvá, “Influence of Slenderness on High-Strength Rectangular Concrete-Filled Tubular Columns with Axial Load and Nonconstant Bending Moment,” Journal of Structural Engineering, vol. 138, no. 12, pp. 1436–1445, Dec. 2012.",92.31,"Cylinder,size not specified, assumed as fcy150",S100.100.4_4_90.275_50.25,369.3,92.31,0,100,100,4,0,4135,50,25,184.33,2848,184.33,300.70294242979145,116.37294242979144,116.37294242979144,63.13293681429579,63.13293681429579,1.631329368142958,0.4893952457055408,1324.9214399999998,1.8811758529750784,0.5,0.6957652145652881,eccentric,square,0.1391252299457091,0.22695907346007738,eccentric,square,slender,scale_npl_q2,large_ecc,mid_conf,False,True,top_abs_pct_error,0.25333333333333335
49,"M.-X. Xiong, D.-X. Xiong, and J. Y. R. Liew, “Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials,” Engineering Structures, vol. 136, pp. 494–510, Apr. 2017.",51.6,fcy100,C12,381,49.3,0,219.1,219.1,10,109.6,600,0,0,5241,8993,5241.0,5707.068609993784,466.06860999378387,466.06860999378387,8.892742033844378,8.892742033844378,1.0889274203384438,0.08519319373933769,5324.657318542666,0.1471032713109486,0.0,2.31443540800817,axial,circular,0.9842886943632342,1.0718189488212515,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.2495238095238095
50,"Size effect of circular concrete-filled steel tubular short columns subjected to axial compression, Yuyin Wang; Peng Chen; Changyong Liu; Ying Zhang, Thin-Walled Structures, 2017",85.4,fcu150,CFST-MB-2,322,75.822,0,282,282,4.36,141,564,0,0,6380,4964,6380.0,6928.113140876831,548.1131408768306,548.1131408768306,8.59111506076537,8.59111506076537,1.0859111506076538,0.08241940472805902,6878.390010246347,0.1228666764439826,0.0,0.3731669654079337,axial,circular,0.9275426357761157,1.0072288908532976,axial,circular,very_stocky,scale_npl_q5,axial,low_conf,True,False,top_abs_error,0.2480952380952381
51,"Han L H. Influence of Concrete Compaction on the Strength of Concrete-Filled Steel RHS Columns.[J]. Journal of Constructional Steel Research. 2000, 3(2): 131-137.",30.6,"fck,size not specified, assumed as fck150",315,324.3,24.4,0,133,133,4.5,66.5,2450,20,20,640,10687,640.0,504.51882634952176,-135.48117365047824,135.48117365047824,-21.168933382887225,21.168933382887225,0.7883106661711278,0.23786302040889332,1254.3459378946247,0.8940475129878098,0.150375939849624,2.3943971143071456,eccentric,circular,0.5102260713453717,0.40221665420014735,eccentric,circular,intermediate,scale_npl_q2,moderate_ecc,high_conf,False,True,top_abs_pct_error,0.24714285714285716
52,"建筑结构学报 | 配置不锈钢筋的圆形截面不锈钢管海砂混凝土柱的偏压性能研究 | 李德山, 王志滨, 赵春光... | 2025",48.3,fcy100,CSS2-60,278.4,48.3,0,180,180,3.95,90,1800,60,60,669.2,6588,669.2,808.8495321887679,139.6495321887678,139.6495321887678,20.86813093077821,20.86813093077821,1.2086813093077822,0.18952993829699907,2046.7726520819524,0.5095002834867414,0.3333333333333333,0.8216748090537547,eccentric,circular,0.32695375293357465,0.3951828901788461,eccentric,circular,intermediate,scale_npl_q4,large_ecc,mid_conf,False,True,top_abs_pct_error,0.2438095238095238
53,"R. Q. Bridge, “Concrete Filled Steel Tubular Columns,” University of Sydney, Department of Civil Engineering, Research Report No. R283, 1976.",31.1,"Cylinder,size not specified, assumed as fcy150",SHC-8,254,31.1,0,152.5,152.3,6.48,0,3050,64,64,513,2721,513.0,647.0617130123155,134.06171301231552,134.06171301231552,26.132887526767156,26.132887526767156,1.2613288752676717,0.23216582810803907,1522.72130116,0.6632772276989954,0.4202232435981615,1.5181726875477128,eccentric,rectangular,0.3368968435715713,0.42493771678335873,eccentric,rectangular,intermediate,scale_npl_q3,large_ecc,high_conf,False,True,top_abs_pct_error,0.2380952380952381
54,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Behaviour and design of short high-strength steel welded box and concrete-filled tube (CFT) sections,” Engineering Structures, vol. 147, pp. 458–472, Sep. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB40-SH(B),762,113,0,198.71,198.71,4.92,0,660,0,0,5604,2431,5604.0,6111.292696831249,507.2926968312486,507.2926968312486,9.052332206125064,9.052332206125064,1.0905233220612507,0.08665769300696964,6863.2468289,0.1933900849587222,0.0,0.7026493383331045,axial,square,0.816523161661982,0.8904375507955802,axial,square,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.23571428571428574
55,"Engineering Structures | Influence of eccentricity on confining effect of circular CFST beam-columns with high-strength materials | Ci Song, Yan-Bo Wang, Guo-Qiang Li | 2026",61.82,fcy100,Q890-27-C50-30E,906,61.82,0,219.5,219.5,8.22,109.75,1645,53.86,53.86,4064,6496,4064.0,3666.994143932668,-397.00585606733193,397.00585606733193,-9.768844883546555,9.768844883546555,0.9023115511645344,0.10279541815236079,9401.70567554406,0.5630333247444331,0.245375854214123,3.6961180491512673,eccentric,circular,0.43226198949956207,0.3900349862548176,eccentric,circular,intermediate,scale_npl_q5,moderate_ecc,very_high_conf,True,False,top_abs_error,0.23047619047619047
56,"S. Cai and Z. Jiao, “Behavior and Ultimate Strength of Short Concrete-Filled Steel Tubular Columns.,” Journal of Building Structures, pp. 13–29, 1984.",17.456,fcu200,G-56,306.948,13.57,0,273,273,8,136.5,1100,0,0,5197.525,521,5197.525,4706.565258265143,-490.95974173485683,490.95974173485683,-9.446029441606473,9.446029441606473,0.9055397055839353,0.09922415327277308,3988.4574265759697,0.183148230823966,0.0,3.404575912449925,axial,circular,1.3031416520501753,1.1800465079316786,axial,circular,very_stocky,scale_npl_q5,axial,very_high_conf,True,False,top_abs_error,0.22952380952380952
57,"Bias compression bearing capacity research of thin-walled square steel tube composite columns filled with demolished concrete lump, Unknown, Unknown, 2006",18.796,"fck,size not specified, assumed as fck150",CSS-E50M35-2,215,18.796,35,160,160,2.5,0,1400,50,50,450,4372,450.0,312.70618804429415,-137.29381195570585,137.29381195570585,-30.509735990156855,30.509735990156855,0.6949026400984315,0.3639835294196388,784.8238999999999,0.28418928900663,0.3125,0.7379744489218709,eccentric,square,0.5733770340072468,0.3984412147034439,eccentric,square,stocky,scale_npl_q1,large_ecc,mid_conf,False,True,top_abs_pct_error,0.22428571428571428
58,"J. Y. R. Liew, M. Xiong, and D. Xiong, “Design of Concrete Filled Tubular Beam-columns with High Strength Steel and Concrete,” Structures, vol. 8, pp. 213–226, Nov. 2016.",177,fcy100,SS-3,756,169.142,0,200,200,12,0,3640,50,50,4997,2933,4997.0,5478.869276336345,481.86927633634514,481.86927633634514,9.643171429584653,9.643171429584653,1.0964317142958466,0.09206101087259189,11869.44,1.067041644225554,0.25,1.164869029275809,eccentric,square,0.4209971152809231,0.46159458882106863,eccentric,square,slender,scale_npl_q5,moderate_ecc,mid_conf,True,False,top_abs_error,0.2238095238095238
59,"工程力学 | 不锈钢管混凝土短柱轴压承载力试验研究 | 代鹏, 杨璐, 卫璇... | 2019",43,fcu150,D1,544,35.61,0,300,300,8,150,975,0,0,10190,7029,10190.0,9282.172522154842,-907.8274778451578,907.8274778451578,-8.909003707999585,8.909003707999585,0.9109099629200041,0.09331121984470027,8758.646514780885,0.1956897608943225,0.0,2.2154516398600754,axial,circular,1.1634217664571342,1.0597724781437938,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.21952380952380954
60,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB15-SL3(B),762,113,0,73.95,73.95,4.97,0,3512,0,0,286,2405,286.0,421.45985802139666,135.45985802139666,135.45985802139666,47.36358672076806,47.36358672076806,1.4736358672076806,0.38773272607589937,1432.6519769,2.588900644833764,0.0,2.0943298406084225,axial,square,0.19962978072235824,0.29418160503527147,axial,square,slender,scale_npl_q3,axial,high_conf,False,True,top_abs_pct_error,0.21904761904761907
61,"薄壁钢管混凝土短柱基本力学性能研究, 金周, 华侨大学硕士学位论文, 2008",42.8,"Cube,size not specified, assumed as fcu150",SCFT2-3,301.8,35.431,0,199,160.1,1.9,0,718,52,52,691,4300,691.0,845.1997600643797,154.1997600643797,154.1997600643797,22.315450081675785,22.315450081675785,1.223154500816758,0.20143317809390243,1708.9319879999996,0.1940842834980461,0.3247970018738288,0.3087063771276967,eccentric,rectangular,0.40434610906235796,0.49457776318736674,eccentric,rectangular,very_stocky,scale_npl_q3,large_ecc,low_conf,False,True,top_abs_pct_error,0.21904761904761905
62,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB15-SL2(B),762,113,0,74.44,74.44,4.94,0,2512,0,0,878,2390,878.0,710.4512459109076,-167.54875408909243,167.54875408909243,-19.08300160468023,19.08300160468023,0.8091699839531977,0.21174626785997017,1443.070944,1.840738041592335,0.0,2.063953679639438,axial,square,0.608424695716138,0.49231900126935657,axial,square,slender,scale_npl_q3,axial,high_conf,False,True,top_abs_pct_error,0.21666666666666667
63,"Bias compression bearing capacity research of thin-walled square steel tube composite columns filled with demolished concrete lump, Unknown, Unknown, 2006",19.089,"fck,size not specified, assumed as fck150",CUS-E25M25-2,215,19.089,25,160,160,2.5,0,1400,25,25,345,4369,345.0,491.69603856387886,146.69603856387886,146.69603856387886,42.520590888080825,42.520590888080825,1.4252059088808082,0.3543163007420777,791.8632249999999,0.285123840451956,0.15625,0.7266471654845976,eccentric,square,0.4356813008963764,0.6209355644263931,eccentric,square,stocky,scale_npl_q1,moderate_ecc,mid_conf,False,True,top_abs_pct_error,0.20523809523809522
64,"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100*100*300,A-0.29-0-1,813,140.187,0,140,140,8.36,70,420,0,0,5032,6662,5032.0,5546.657088388361,514.6570883883614,514.6570883883614,10.227684586414178,10.227684586414178,1.1022768458641419,0.09737790047226268,5870.685743870705,0.2327900221287385,0.0,2.352614250751784,axial,circular,0.8571400717971771,0.9448056548043564,axial,circular,very_stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.19952380952380952
65,"Testing and strength prediction of eccentrically-loaded circular concrete-filled double steel tubular stub-columns, Junchang Ci; Mizan Ahmed; Hong Jia; Shicai Chen; Daxing Zhou; Liquun Hou, Journal of Constructional Steel Research, 2021",47,fcu150,CF-60-1,301.3,39.291,0,219,219,4,109.5,660,60,60,972.87,6433,972.87,1157.8596397850276,184.98963978502763,184.98963978502763,19.014836492545523,19.014836492545523,1.1901483649254552,0.17407797575992612,2883.053041520156,0.1579858785019662,0.273972602739726,0.7542843238846645,eccentric,circular,0.3374443640090062,0.40160885807862884,eccentric,circular,very_stocky,scale_npl_q4,moderate_ecc,mid_conf,False,True,top_abs_pct_error,0.1976190476190476
66,"Engineering Structures | Influence of slenderness on confining effect of axially loaded circular CFST columns with high-strength materials | Ci Song, Yan-Bo Wang, Guo-Qiang Li... | 2025",162.36,fcy50,Q800-14-C150-70,863.91,143.563,0,140,140,9.7,70,2437,0,0,4567.5,6530,4567.5,4082.284825913009,-485.2151740869908,485.2151740869908,-10.623211255325469,10.623211255325469,0.8937678874467453,0.11230917124776729,6834.432348220954,1.393238006913883,0.0,2.685012024277166,axial,circular,0.6683071493404934,0.5973114690316094,axial,circular,slender,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.19476190476190477
67,"B. Kato, Compressive strength and deformation capacity of concrete-filled tubular stub columns (strength and rotation capacity of concrete-filled tubular columns,
part 1), J. Struct. Constr. Eng. AIJ 468 (1995) 183–191 (in Japanese).",27.7,fcy100,C12LB,347.9,26.47,0,297,297,11.88,148.5,891,0,0,5909,8415,5909.0,6509.893259142107,600.8932591421071,600.8932591421071,10.169119295009429,10.169119295009429,1.1016911929500943,0.09684644727737235,7153.091209849141,0.1476988764535048,0.0,3.403880837170621,axial,circular,0.8260764229965161,0.9100811199189786,axial,circular,very_stocky,scale_npl_q5,axial,very_high_conf,True,False,top_abs_error,0.19285714285714284
68,"K. Cederwall, B. Engstrom, and M. Grauers, “High-Strength Concrete Used in Composite Columns,” SP, vol. 121, pp. 195–214, Nov. 1990.",92,"Cylinder,size not specified, assumed as fcy150",1月17日,404,92,0,120,120,8,0,3000,20,20,1010,2989,1010.0,811.2250040805802,-198.77499591941978,198.77499591941978,-19.680692665289087,19.680692665289087,0.8031930733471091,0.21916015390268798,2339.584,1.084148531834433,0.1666666666666666,1.351170568561873,eccentric,square,0.43170067841120474,0.34673899465912755,eccentric,square,slender,scale_npl_q4,moderate_ecc,mid_conf,False,True,top_abs_pct_error,0.17904761904761907
69,"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",50.8,fcu150,DSNC-H,338,42.81,0,250,250,2.5,0,750,0,0,3865,3669,3865.0,3427.2909359942378,-437.70906400576223,437.70906400576223,-11.324943441287509,11.324943441287509,0.886750565587125,0.12019154750833866,3877.37,0.1402120437950706,0.0,0.2715731962076169,axial,square,0.9968096931683074,0.883921559199725,axial,square,very_stocky,scale_npl_q5,axial,low_conf,True,False,top_abs_error,0.17904761904761904
70,"Experimental behaviour of concrete-filled rectangular thin welded steel stubs (compression load case), Noureddine Ferhoune; Jahid Zeghiche, C. R. Mecanique, 2012",30,"Cylinder,size not specified, assumed as fcy150",LP1/3,300,30,100,102,70,2,0,50,0,0,548,3922,548.0,376.6541313892971,-171.3458686107029,171.3458686107029,-31.267494272026074,31.267494272026074,0.6873250572797392,0.37494794396095504,390.84,0.0254213762444597,0.0,1.0142238713667284,axial,rectangular,1.4021082796029067,0.9637041535904645,axial,rectangular,very_stocky,scale_npl_q1,axial,mid_conf,False,True,top_abs_pct_error,0.17809523809523808
71,"Experimental investigation of axial loaded circular steel tube short columns filled with manufactured sand concrete, Minsheng Guan; Chunqing Wei; Ying Wang; Zhichao Lai; Qian Xiao; Hongbiao Du, Engineering Structures, 2020",67,"Cube,size not specified, assumed as fcu150",N-3.0-C80,380,58.073,0,114,114,3,57,350,0,0,986,5416,986.0,1186.4523961077443,200.45239610774433,200.45239610774433,20.32985761741829,20.32985761741829,1.2032985761741828,0.18506659919375112,1214.8821055318926,0.1760888259025126,0.0,0.9793470135873142,axial,circular,0.811601385443335,0.9765987915249592,axial,circular,very_stocky,scale_npl_q2,axial,mid_conf,False,True,top_abs_pct_error,0.17476190476190476
72,"Engineering Structures | Behavior of stiffened circular concrete-filled steel tube stub columns under eccentric compression | Zheng Ming, Nie Xin, Hu Jun, Liang Huqing | 2025",55,fcu150,CCR-E2,419,46.729,0,433,433,6,216.5,1900,104,104,5886.4,6558,5886.4,6519.280789746092,632.880789746092,632.880789746092,10.751576341160845,10.751576341160845,1.1075157634116084,0.10211945616462684,12811.318974739726,0.2586477466827507,0.2401847575057736,0.6733126019841053,eccentric,circular,0.4594686941763221,0.5088688215944243,eccentric,circular,stocky,scale_npl_q5,moderate_ecc,mid_conf,True,False,top_abs_error,0.17333333333333334
73,"Structures | Study on the supporting performance of concrete filled steel tube arches with three different cross-sections | Yu-chun Mei, Jun-feng Liu, Gang Wang, Wei-teng Li, Yuan-zhen Li, Bing-jun Sun, Shuo Zhang, Ting-chun Li | 2022",50.6,fcu150,C-150,313.25,42.624,0,180,180,8,90,1400,150,150,586,6848,586.0,406.9568037463837,-179.04319625361632,179.04319625361632,-30.553446459661487,30.553446459661487,0.6944655354033852,0.3646127430682235,3082.8149268764155,0.3906101196756468,0.8333333333333334,1.8841600628852428,eccentric,circular,0.19008601356220553,0.1320081851811722,eccentric,circular,stocky,scale_npl_q4,large_ecc,high_conf,False,True,top_abs_pct_error,0.17047619047619048
74,"Journal of Building Engineering | Structural performance of ultra-high strength concrete filled high strength steel tube stub columns under eccentric loading | Xia Luo, Xinye Yu, Jiangang Wei, Cong Li, Yan Yang, Huiyun Qiao, Chenchen Jiang | 2024",146.7,fck100*100*300,A-0.21-0-2,1153,140.187,0,140,140,6.27,70,420,0,0,4947,6657,4947.0,5494.566891983348,547.5668919833479,547.5668919833479,11.068665696045036,11.068665696045036,1.1106866569604503,0.10497843393830697,6387.514830717245,0.2623865974713374,0.0,2.4124327237852667,axial,circular,0.7744796107885528,0.8602041697907683,axial,circular,stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.17047619047619048
75,"L. Luo, “Experimental research on long filled concrete square steel tube columns under axial compressive load,” Masters thesis, Zheng Zhou University of Technology, 1986.",34.6,"Cylinder,size not specified, assumed as fcy150",7,217.48,34.6,0,151,151,2.02,0,1550,0,0,800,2082,800.0,996.4824703803644,196.48247038036436,196.48247038036436,24.560308797545545,24.560308797545545,1.2456030879754554,0.21961982064139884,1005.508314624,0.3958234303996343,0.0,0.34558544497972,axial,square,0.795617488552695,0.9910236005885135,axial,square,stocky,scale_npl_q2,axial,low_conf,False,True,top_abs_pct_error,0.16523809523809524
76,"S. Cai and Z. Jiao, “Behavior and Ultimate Strength of Short Concrete-Filled Steel Tubular Columns.,” Journal of Building Structures, pp. 13–29, 1984.",17.456,fcu200,G-57,306.948,13.57,0,273,273,8,136.5,1100,0,0,5295.591,522,5295.591,4706.565258265143,-589.0257417348575,589.0257417348575,-11.122946272377483,11.122946272377483,0.8887705372762251,0.1179161900852877,3988.4574265759697,0.183148230823966,0.0,3.404575912449925,axial,circular,1.3277291026636795,1.1800465079316786,axial,circular,very_stocky,scale_npl_q5,axial,very_high_conf,True,False,top_abs_error,0.16523809523809524
77,"矩形钢管混凝土双向压弯构件的理论与试验研究, 郭兰慧; 张素梅; 刘界鹏, Unknown, 2008",55,fcu100,R-K3-6,289,44.447,0,200.5,99.6,3.6,0,1800,12.5,32.5,637,4528,637.0,824.253800448278,187.25380044827796,187.25380044827796,29.396201012288532,29.396201012288532,1.2939620101228853,0.257708837164653,1576.83516,0.7025509292123177,0.3263052208835341,0.605165365603686,eccentric,rectangular,0.4039737419350796,0.5227266751511793,eccentric,rectangular,intermediate,scale_npl_q3,large_ecc,mid_conf,False,True,top_abs_pct_error,0.1642857142857143
78,"Axial performance of short concrete filled steel tubes with high- and ultra-high- strength materials, Ming-Xiang Xiong; De-Xin Xiong; J.Y. Richard Liew, Engineering Structures, 2017",164.1,fcy100,DS4,779,156.815,0,150,150,8,0,450,0,0,7880,3067,7880.0,7024.421699595695,-855.5783004043051,855.5783004043051,-10.857592644724685,10.857592644724685,0.8914240735527532,0.1149350123807334,6286.9316,0.1768060314280418,0.0,1.1336371160650132,axial,square,1.2533936268687893,1.1173052526284357,axial,square,very_stocky,scale_npl_q5,axial,mid_conf,True,False,top_abs_error,0.16428571428571428
79,"Lai Z, Varma A H. Noncompact and Slender CFT Members: Experimental Database, Analysis, and Design[J]. Journal of Constructional Steel Research. 2015, 106: 220-233.",49.4,"fck,size not specified, assumed as fck150",334,419,41.5,0,300,300,5.7,150,2000,56.1,56.1,4560,10706,4560.0,4032.189854732534,-527.8101452674659,527.8101452674659,-11.574783887444429,11.574783887444429,0.8842521611255557,0.12301300687854898,6591.947646020767,0.3799383422471036,0.187,1.0398783360555024,eccentric,circular,0.6917530667514701,0.6116841442402182,eccentric,circular,stocky,scale_npl_q5,moderate_ecc,mid_conf,True,False,top_abs_error,0.16285714285714287
80,"M. Khan, B. Uy, Z. Tao, and F. Mashiri, “Concentrically loaded slender square hollow and composite columns incorporating high strength properties,” Engineering Structures, vol. 131, pp. 69–89, Jan. 2017.",113,"Cylinder,size not specified, assumed as fcy150",CB20-SL2(B),762,113,0,100,100,4.9,0,2512,0,0,1049,9675,1049.0,1264.9000116522366,215.90001165223657,215.90001165223657,20.581507307172217,20.581507307172217,1.205815073071722,0.18715574746918123,2266.52756,1.3940382389198798,0.0,1.4652983537075916,axial,square,0.46282252133744184,0.5580783723857461,axial,square,slender,scale_npl_q4,axial,mid_conf,False,True,top_abs_pct_error,0.16
81,"Journal of Constructional Steel Research | Behavior of steel reinforced UHPC-filled stainless steel tubular columns under eccentric loads | Chuangchuang Wu, Feiran Fan, Zhan Cheng... | 2023",122,fcu100,SR-12-CE-9,278.23,106.66,0,180,180,5,90,1200,20,20,3164.4,6743,3164.4,2756.220401867263,-408.1795981327373,408.1795981327373,-12.899115097103314,12.899115097103314,0.8710088490289669,0.1381031425613038,3924.119185999471,0.4075780208196621,0.1111111111111111,0.417080868418085,eccentric,circular,0.8063975251541777,0.7023793802443478,eccentric,circular,stocky,scale_npl_q5,moderate_ecc,low_conf,True,False,top_abs_error,0.15666666666666668
82,"Engineering Structures | Experimental study on the behavior of circular ultra-high strength concrete-filled steel tube columns subjected to unequal end moments | Siqi Lin, Zhiming Li, Zhao-hui Lu... | 2022",125.5,fcu100,M_b0_e2_2,397.6,110.01,0,159,159,4.7,79.5,1192.5,0,127.2,740.5,6768,740.5,940.3251676941987,199.82516769419874,199.82516769419874,26.985167818257764,26.985167818257764,1.2698516781825777,0.23890010481753718,3571.713961603902,0.4864506547173521,0.8,0.619123130856132,eccentric,circular,0.20732343294015446,0.2632700092456282,eccentric,circular,stocky,scale_npl_q5,large_ecc,mid_conf,False,True,top_abs_pct_error,0.15619047619047619
83,"Bias compression bearing capacity research of thin-walled square steel tube composite columns filled with demolished concrete lump, Unknown, Unknown, 2006",19.823,"fck,size not specified, assumed as fck150",CSS-E0M0-2,215,19.823,0,160,160,2.5,0,1400,0,0,1050,4368,1050.0,830.4674026220956,-219.53259737790438,219.53259737790438,-20.907866416943275,20.907866416943275,0.7909213358305672,0.23455676517305352,809.497575,0.2874437880583517,0.0,0.699741095794556,axial,square,1.2971008591347541,1.025904744213836,axial,square,stocky,scale_npl_q1,axial,mid_conf,False,True,top_abs_pct_error,0.1557142857142857
84,"Journal of Building Structures | Experimental study on compression performance of ultra-high-strength concrete (UHSC) filled high-strength steel tube stub columns subjected to eccentric load | LUO Xia, WEI Jiangang, HAN Jinpeng... | 2021",147,fck150,A-0-2,1153,147,0,140,140,6.27,70,420,0,0,4947,6992,4947.0,5543.759087706402,596.7590877064022,596.7590877064022,12.063050085029355,12.063050085029355,1.1206305008502935,0.11389147409943978,6391.342716443975,0.2624294239077779,0.0,2.407509391695909,axial,circular,0.7740157615507152,0.8673856705325993,axial,circular,stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.1461904761904762
85,"Structures | Axial compression performance of concrete-filled-steel tube flat columns with a large steel ratio | Hanqin Wang, Dianchun Xuan, Qing Jiang... | 2024",29.8,fcu150,C7,319.8,23.732,0,400,150,12,0,1200,0,0,4736,7313,4736.0,5312.769076312721,576.7690763127212,576.7690763127212,12.178401104576038,12.178401104576038,1.1217840110457604,0.11492028504504519,5264.7552000000005,0.2615573050930028,0.0,2.729095693682299,axial,rectangular,0.8995669922126672,1.0091198687286962,axial,rectangular,stocky,scale_npl_q5,axial,high_conf,True,False,top_abs_error,0.1457142857142857
86,"Experimental Research on Self-compacting and Self-stressing Concrete-filled Rectangular Steel Tubular Stub Columns under Axial Compression, 赵志通, Unknown, 2019",37.68,"Cube,size not specified, assumed as fcu150",P1D-1,219,30.776,0,260,130,5.7,0,450,0,0,4142.75,3131,4142.75,3616.628025932413,-526.121974067587,526.121974067587,-12.699824369503036,12.699824369503036,0.8730017563049697,0.13581771134046955,2027.7071328,0.1125405927510671,0.0,0.8251918523454441,axial,rectangular,2.0430711777787165,1.7836047264568824,axial,rectangular,very_stocky,scale_npl_q4,axial,mid_conf,True,False,top_abs_error,0.14476190476190476
